Sales Person,Country,Product,Date,Amount,Boxes Shipped,Price_Per_Box,Year,Month_Name,Quarter
Roddy Speechley,India,50% Dark Bites,2022-03-14,8337.0,12,694.75,2022,March,Q1
Barr Faughny,New Zealand,99% Dark & Pure,2022-05-24,8134.0,195,41.71,2022,May,Q2
Dennison Crosswaite,Canada,Organic Choco Syrup,2022-01-28,8491.0,75,113.21,2022,January,Q1
Beverie Moffet,India,Almond Choco,2022-05-24,3066.0,96,31.94,2022,May,Q2
Brien Boise,Australia,Peanut Butter Cubes,2022-08-19,301.0,205,1.47,2022,August,Q3
Karlen McCaffrey,Australia,Spicy Special Slims,2022-05-17,4410.0,323,13.65,2022,May,Q2
Jehu Rudeforth,USA,White Choc,2022-06-07,6559.0,119,55.12,2022,June,Q2
Ches Bonnell,Canada,Organic Choco Syrup,2022-07-26,574.0,217,2.65,2022,July,Q3
Dotty Strutley,India,Eclairs,2022-07-28,2086.0,384,5.43,2022,July,Q3
Karlen McCaffrey,India,70% Dark Bites,2022-05-23,5075.0,344,14.75,2022,May,Q2
Jehu Rudeforth,UK,Mint Chip Choco,2023-01-04,5902.13,178,33.16,2023,January,Q1
Van Tuxwell,India,85% Dark Bars,2023-08-01,8074.39,100,80.74,2023,August,Q3
Gigi Bohling,India,Peanut Butter Cubes,2023-07-07,4666.18,100,46.66,2023,July,Q3
Jan Morforth,Australia,Peanut Butter Cubes,2023-04-27,14103.4,350,40.3,2023,April,Q2
Jehu Rudeforth,UK,Peanut Butter Cubes,2023-02-24,14167.84,178,79.59,2023,February,Q1
Van Tuxwell,India,Smooth Sliky Salty,2023-06-06,5768.75,37,155.91,2023,June,Q2
Oby Sorrel,UK,99% Dark & Pure,2023-01-25,14673.2,175,83.85,2023,January,Q1
Gunar Cockshoot,Australia,After Nines,2023-03-24,3249.23,78,41.66,2023,March,Q1
Jehu Rudeforth,New Zealand,50% Dark Bites,2023-04-20,4526.24,64,70.72,2023,April,Q2
Brien Boise,Australia,99% Dark & Pure,2023-07-04,3166.56,98,32.31,2023,July,Q3
Rafaelita Blaksland,UK,Smooth Sliky Salty,2023-01-13,4866.39,65,74.87,2023,January,Q1
Barr Faughny,USA,Orange Choco,2023-03-10,4254.37,12,354.53,2023,March,Q1
Mallorie Waber,Canada,Eclairs,2023-01-13,1652.61,277,5.97,2023,January,Q1
Karlen McCaffrey,New Zealand,Drinking Coco,2023-07-28,171.49,163,1.05,2023,July,Q3
Marney O'Breen,New Zealand,Peanut Butter Cubes,2023-08-03,8549.84,169,50.59,2023,August,Q3
Beverie Moffet,Australia,Organic Choco Syrup,2023-01-26,7807.74,355,21.99,2023,January,Q1
Van Tuxwell,Canada,Organic Choco Syrup,2023-02-14,4561.43,44,103.67,2023,February,Q1
Roddy Speechley,USA,Smooth Sliky Salty,2023-04-05,3041.12,148,20.55,2023,April,Q2
Beverie Moffet,Canada,Milk Bars,2023-02-16,9786.09,248,39.46,2023,February,Q1
Curtice Advani,UK,85% Dark Bars,2023-06-08,1131.25,175,6.46,2023,June,Q2
Brien Boise,Australia,Eclairs,2023-06-27,7484.07,94,79.62,2023,June,Q2
Gunar Cockshoot,USA,Spicy Special Slims,2023-02-17,1339.61,166,8.07,2023,February,Q1
Marney O'Breen,USA,After Nines,2023-05-30,5481.18,159,34.47,2023,May,Q2
Husein Augar,UK,Drinking Coco,2023-03-14,3275.4,120,27.3,2023,March,Q1
Kaine Padly,Australia,Eclairs,2023-02-28,7677.78,118,65.07,2023,February,Q1
Karlen McCaffrey,India,Fruit & Nut Bars,2023-01-26,189.37,315,0.6,2023,January,Q1
Roddy Speechley,Canada,Spicy Special Slims,2023-02-09,1658.79,193,8.59,2023,February,Q1
Husein Augar,USA,Eclairs,2023-07-07,4168.93,122,34.17,2023,July,Q3
Dennison Crosswaite,New Zealand,White Choc,2023-07-05,10604.89,165,64.27,2023,July,Q3
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2023-06-15,5773.51,325,17.76,2023,June,Q2
Van Tuxwell,New Zealand,85% Dark Bars,2023-05-24,1838.78,121,15.2,2023,May,Q2
Rafaelita Blaksland,UK,99% Dark & Pure,2023-06-29,12643.1,150,84.29,2023,June,Q2
Wilone O'Kielt,Australia,Manuka Honey Choco,2023-05-11,4439.52,95,46.73,2023,May,Q2
Karlen McCaffrey,UK,Almond Choco,2023-06-30,7698.6,126,61.1,2023,June,Q2
Andria Kimpton,Canada,After Nines,2023-05-11,2222.3,77,28.86,2023,May,Q2
Roddy Speechley,USA,Manuka Honey Choco,2023-07-22,10959.02,302,36.29,2023,July,Q3
Andria Kimpton,UK,50% Dark Bites,2023-08-24,2854.85,337,8.47,2023,August,Q3
Kelci Walkden,New Zealand,After Nines,2023-07-07,147.82,74,2.0,2023,July,Q3
Camilla Castle,Australia,85% Dark Bars,2023-05-19,3790.51,14,270.75,2023,May,Q2
Karlen McCaffrey,India,Manuka Honey Choco,2023-07-04,2487.19,583,4.27,2023,July,Q3
Kelci Walkden,USA,After Nines,2023-06-02,1021.27,17,60.07,2023,June,Q2
Karlen McCaffrey,USA,Raspberry Choco,2023-04-15,15370.06,353,43.54,2023,April,Q2
Mallorie Waber,Canada,Choco Coated Almonds,2023-07-11,5345.58,250,21.38,2023,July,Q3
Andria Kimpton,India,Spicy Special Slims,2023-02-23,6559.44,154,42.59,2023,February,Q1
Madelene Upcott,Canada,Almond Choco,2023-08-22,8282.93,107,77.41,2023,August,Q3
Kaine Padly,USA,Peanut Butter Cubes,2023-02-16,6981.4,189,36.94,2023,February,Q1
Van Tuxwell,USA,50% Dark Bites,2023-01-13,10280.17,155,66.32,2023,January,Q1
Curtice Advani,Australia,Milk Bars,2023-02-14,7703.62,20,385.18,2023,February,Q1
Roddy Speechley,India,Eclairs,2023-06-10,4489.81,310,14.48,2023,June,Q2
Curtice Advani,India,Fruit & Nut Bars,2023-07-07,5806.11,190,30.56,2023,July,Q3
Curtice Advani,Canada,Almond Choco,2023-03-24,5148.7,76,67.75,2023,March,Q1
Brien Boise,Australia,Fruit & Nut Bars,2023-06-06,8558.59,24,356.61,2023,June,Q2
Dotty Strutley,Australia,Drinking Coco,2023-07-19,94.19,145,0.65,2023,July,Q3
Beverie Moffet,USA,Raspberry Choco,2023-04-19,16223.83,87,186.48,2023,April,Q2
Marney O'Breen,India,85% Dark Bars,2023-07-19,2439.06,175,13.94,2023,July,Q3
Jehu Rudeforth,Canada,Drinking Coco,2023-07-15,466.65,23,20.29,2023,July,Q3
Ches Bonnell,New Zealand,Spicy Special Slims,2023-02-14,4044.24,18,224.68,2023,February,Q1
Brien Boise,Canada,99% Dark & Pure,2023-05-18,17675.28,446,39.63,2023,May,Q2
Barr Faughny,Australia,Fruit & Nut Bars,2023-06-30,17280.98,58,297.95,2023,June,Q2
Andria Kimpton,Australia,50% Dark Bites,2023-06-02,5091.78,219,23.25,2023,June,Q2
Andria Kimpton,Australia,Drinking Coco,2023-06-28,1657.2,49,33.82,2023,June,Q2
Marney O'Breen,Australia,Organic Choco Syrup,2023-05-16,305.79,189,1.62,2023,May,Q2
Kelci Walkden,Canada,Baker's Choco Chips,2023-05-26,3377.41,325,10.39,2023,May,Q2
Karlen McCaffrey,India,Almond Choco,2023-07-06,6188.62,157,39.42,2023,July,Q3
Oby Sorrel,India,99% Dark & Pure,2023-05-27,10914.36,11,992.21,2023,May,Q2
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2023-04-14,2342.07,12,195.17,2023,April,Q2
Van Tuxwell,Australia,Organic Choco Syrup,2023-08-10,21762.8,15,1450.85,2023,August,Q3
Camilla Castle,India,50% Dark Bites,2023-07-04,10539.54,398,26.48,2023,July,Q3
Oby Sorrel,India,Organic Choco Syrup,2023-07-08,6665.87,60,111.1,2023,July,Q3
Jan Morforth,USA,Peanut Butter Cubes,2023-07-22,9605.11,98,98.01,2023,July,Q3
Gigi Bohling,USA,Choco Coated Almonds,2023-03-02,13018.0,103,126.39,2023,March,Q1
Gigi Bohling,UK,Almond Choco,2023-01-10,6046.4,10,604.64,2023,January,Q1
Jehu Rudeforth,New Zealand,White Choc,2023-03-11,3078.33,231,13.33,2023,March,Q1
Andria Kimpton,New Zealand,Peanut Butter Cubes,2023-06-20,970.96,291,3.34,2023,June,Q2
Van Tuxwell,UK,Organic Choco Syrup,2023-08-26,2064.71,208,9.93,2023,August,Q3
Roddy Speechley,Canada,Milk Bars,2023-07-13,679.94,34,20.0,2023,July,Q3
Camilla Castle,USA,Spicy Special Slims,2023-02-11,1311.25,251,5.22,2023,February,Q1
Marney O'Breen,USA,Orange Choco,2023-01-27,8692.64,184,47.24,2023,January,Q1
Van Tuxwell,UK,99% Dark & Pure,2023-01-31,4993.21,145,34.44,2023,January,Q1
Camilla Castle,USA,White Choc,2023-08-18,10898.19,24,454.09,2023,August,Q3
Andria Kimpton,USA,Raspberry Choco,2023-06-30,15565.91,21,741.23,2023,June,Q2
Dotty Strutley,Australia,Fruit & Nut Bars,2023-08-23,280.59,328,0.86,2023,August,Q3
Brien Boise,New Zealand,Mint Chip Choco,2023-08-01,66.35,197,0.34,2023,August,Q3
Roddy Speechley,New Zealand,After Nines,2023-05-25,8766.45,10,876.65,2023,May,Q2
Roddy Speechley,Canada,Organic Choco Syrup,2023-01-10,4265.48,85,50.18,2023,January,Q1
Dennison Crosswaite,Australia,70% Dark Bites,2023-02-07,6087.53,113,53.87,2023,February,Q1
Karlen McCaffrey,USA,Orange Choco,2023-05-12,11694.48,425,27.52,2023,May,Q2
Madelene Upcott,Australia,Spicy Special Slims,2023-03-07,7616.38,392,19.43,2023,March,Q1
Dennison Crosswaite,Australia,85% Dark Bars,2023-04-05,7807.02,419,18.63,2023,April,Q2
Andria Kimpton,Canada,Caramel Stuffed Bars,2023-01-03,7990.91,343,23.3,2023,January,Q1
Dennison Crosswaite,UK,Eclairs,2023-03-24,6757.17,276,24.48,2023,March,Q1
Madelene Upcott,India,Raspberry Choco,2023-07-07,4409.21,10,440.92,2023,July,Q3
Van Tuxwell,USA,After Nines,2023-07-26,722.25,255,2.83,2023,July,Q3
Wilone O'Kielt,Australia,Organic Choco Syrup,2023-07-07,1896.24,115,16.49,2023,July,Q3
Karlen McCaffrey,Canada,50% Dark Bites,2023-07-15,2966.83,65,45.64,2023,July,Q3
Roddy Speechley,New Zealand,Orange Choco,2023-04-01,51.29,100,0.51,2023,April,Q2
Beverie Moffet,Australia,Eclairs,2023-06-20,1835.42,6,305.9,2023,June,Q2
Kelci Walkden,UK,Fruit & Nut Bars,2023-06-29,14592.11,509,28.67,2023,June,Q2
Marney O'Breen,USA,50% Dark Bites,2023-06-15,1114.13,106,10.51,2023,June,Q2
Husein Augar,USA,After Nines,2023-04-08,13051.75,193,67.63,2023,April,Q2
Dennison Crosswaite,Australia,Raspberry Choco,2023-03-14,5997.71,31,193.47,2023,March,Q1
Andria Kimpton,USA,Fruit & Nut Bars,2023-07-15,1588.28,352,4.51,2023,July,Q3
Kelci Walkden,India,Eclairs,2023-04-19,5344.21,80,66.8,2023,April,Q2
Marney O'Breen,USA,99% Dark & Pure,2023-03-28,4646.91,317,14.66,2023,March,Q1
Brien Boise,Canada,Spicy Special Slims,2023-03-04,8929.88,100,89.3,2023,March,Q1
Karlen McCaffrey,New Zealand,70% Dark Bites,2023-08-02,141.23,38,3.72,2023,August,Q3
Husein Augar,UK,Spicy Special Slims,2023-08-25,5068.99,45,112.64,2023,August,Q3
Marney O'Breen,USA,Almond Choco,2023-02-25,8012.72,163,49.16,2023,February,Q1
Kelci Walkden,India,Orange Choco,2023-06-07,10587.71,134,79.01,2023,June,Q2
Jan Morforth,India,Spicy Special Slims,2023-04-12,2155.62,495,4.35,2023,April,Q2
Ches Bonnell,India,Spicy Special Slims,2023-07-06,11010.43,103,106.9,2023,July,Q3
Kelci Walkden,UK,Smooth Sliky Salty,2023-01-19,6787.72,192,35.35,2023,January,Q1
Madelene Upcott,Australia,Fruit & Nut Bars,2023-01-05,5715.07,90,63.5,2023,January,Q1
Madelene Upcott,Canada,70% Dark Bites,2023-01-24,12100.65,142,85.22,2023,January,Q1
Wilone O'Kielt,Australia,Drinking Coco,2023-04-06,623.75,285,2.19,2023,April,Q2
Gunar Cockshoot,Australia,Fruit & Nut Bars,2023-06-15,6528.42,22,296.75,2023,June,Q2
Gigi Bohling,Canada,Baker's Choco Chips,2023-01-28,1540.55,47,32.78,2023,January,Q1
Kelci Walkden,India,Caramel Stuffed Bars,2023-03-16,487.06,123,3.96,2023,March,Q1
Rafaelita Blaksland,Australia,Drinking Coco,2023-02-21,11630.38,431,26.98,2023,February,Q1
Kelci Walkden,USA,Manuka Honey Choco,2023-02-16,17297.66,96,180.18,2023,February,Q1
Jehu Rudeforth,Canada,Spicy Special Slims,2023-01-13,2043.55,28,72.98,2023,January,Q1
Kelci Walkden,Australia,Eclairs,2023-03-23,8168.86,570,14.33,2023,March,Q1
Curtice Advani,Canada,Spicy Special Slims,2023-06-16,933.45,122,7.65,2023,June,Q2
Oby Sorrel,India,Raspberry Choco,2023-04-14,6826.32,44,155.14,2023,April,Q2
Kelci Walkden,UK,Eclairs,2023-01-25,5029.35,61,82.45,2023,January,Q1
Jan Morforth,India,Almond Choco,2023-03-11,5143.49,21,244.93,2023,March,Q1
Dotty Strutley,UK,Almond Choco,2023-07-28,16707.88,102,163.8,2023,July,Q3
Marney O'Breen,New Zealand,After Nines,2023-03-09,1558.87,46,33.89,2023,March,Q1
Husein Augar,Australia,Orange Choco,2023-06-28,9332.76,196,47.62,2023,June,Q2
Marney O'Breen,Australia,Milk Bars,2023-07-28,2673.47,375,7.13,2023,July,Q3
Kelci Walkden,Canada,99% Dark & Pure,2023-08-15,4950.21,54,91.67,2023,August,Q3
Kaine Padly,Australia,Manuka Honey Choco,2023-01-12,2919.11,271,10.77,2023,January,Q1
Beverie Moffet,New Zealand,White Choc,2023-03-24,8003.23,7,1143.32,2023,March,Q1
Van Tuxwell,UK,Milk Bars,2023-07-25,4902.78,91,53.88,2023,July,Q3
Oby Sorrel,Canada,99% Dark & Pure,2023-08-01,4033.53,430,9.38,2023,August,Q3
Van Tuxwell,India,Organic Choco Syrup,2023-05-16,22751.18,182,125.01,2023,May,Q2
Roddy Speechley,India,Smooth Sliky Salty,2023-08-10,5118.11,137,37.36,2023,August,Q3
Jan Morforth,India,Eclairs,2023-01-05,2835.9,26,109.07,2023,January,Q1
Ches Bonnell,UK,Smooth Sliky Salty,2023-07-11,5828.22,121,48.17,2023,July,Q3
Wilone O'Kielt,USA,After Nines,2023-04-25,396.19,32,12.38,2023,April,Q2
Gigi Bohling,New Zealand,Fruit & Nut Bars,2023-04-04,11226.5,118,95.14,2023,April,Q2
Barr Faughny,USA,Raspberry Choco,2023-04-12,10102.86,107,94.42,2023,April,Q2
Wilone O'Kielt,New Zealand,85% Dark Bars,2023-08-02,2084.86,119,17.52,2023,August,Q3
Gigi Bohling,New Zealand,Manuka Honey Choco,2023-06-28,8495.79,268,31.7,2023,June,Q2
Ches Bonnell,Australia,Eclairs,2023-07-05,4248.34,130,32.68,2023,July,Q3
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2023-06-07,2236.11,46,48.61,2023,June,Q2
Brien Boise,New Zealand,Smooth Sliky Salty,2023-01-18,1124.27,26,43.24,2023,January,Q1
Brien Boise,Australia,Baker's Choco Chips,2023-01-04,12870.47,227,56.7,2023,January,Q1
Dennison Crosswaite,Australia,99% Dark & Pure,2023-01-31,3017.66,19,158.82,2023,January,Q1
Kelci Walkden,India,Almond Choco,2023-03-14,3574.12,149,23.99,2023,March,Q1
Camilla Castle,Australia,70% Dark Bites,2023-04-29,6249.31,509,12.28,2023,April,Q2
Oby Sorrel,India,Smooth Sliky Salty,2023-02-07,10759.61,107,100.56,2023,February,Q1
Kaine Padly,UK,Organic Choco Syrup,2023-03-31,2508.03,175,14.33,2023,March,Q1
Marney O'Breen,India,Caramel Stuffed Bars,2023-03-16,4997.82,83,60.21,2023,March,Q1
Karlen McCaffrey,UK,Eclairs,2023-01-25,7901.09,200,39.51,2023,January,Q1
Van Tuxwell,India,Baker's Choco Chips,2023-06-20,3133.42,479,6.54,2023,June,Q2
Gigi Bohling,UK,After Nines,2023-03-29,8320.29,171,48.66,2023,March,Q1
Curtice Advani,Australia,Orange Choco,2023-07-12,909.93,132,6.89,2023,July,Q3
Jehu Rudeforth,Canada,Smooth Sliky Salty,2023-07-11,5631.26,142,39.66,2023,July,Q3
Karlen McCaffrey,Canada,Smooth Sliky Salty,2023-01-19,3283.44,186,17.65,2023,January,Q1
Andria Kimpton,USA,85% Dark Bars,2023-04-05,9458.03,87,108.71,2023,April,Q2
Jehu Rudeforth,Canada,Milk Bars,2023-02-21,7726.25,12,643.85,2023,February,Q1
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2023-05-20,14369.4,15,957.96,2023,May,Q2
Mallorie Waber,Australia,Milk Bars,2023-07-29,2829.57,106,26.69,2023,July,Q3
Barr Faughny,USA,Fruit & Nut Bars,2023-01-28,9370.61,45,208.24,2023,January,Q1
Marney O'Breen,UK,Caramel Stuffed Bars,2023-07-19,3651.49,112,32.6,2023,July,Q3
Mallorie Waber,New Zealand,Manuka Honey Choco,2023-04-13,10229.99,12,852.5,2023,April,Q2
Roddy Speechley,India,Peanut Butter Cubes,2023-02-11,11596.89,22,527.13,2023,February,Q1
Roddy Speechley,New Zealand,Milk Bars,2023-03-02,5857.9,111,52.77,2023,March,Q1
Ches Bonnell,Australia,White Choc,2023-03-02,1177.64,206,5.72,2023,March,Q1
Van Tuxwell,USA,99% Dark & Pure,2023-07-28,12930.11,6,2155.02,2023,July,Q3
Kelci Walkden,India,After Nines,2023-01-07,1732.04,531,3.26,2023,January,Q1
Brien Boise,UK,White Choc,2023-04-12,5837.17,173,33.74,2023,April,Q2
Van Tuxwell,Canada,Almond Choco,2023-06-27,3424.66,70,48.92,2023,June,Q2
Jehu Rudeforth,Australia,50% Dark Bites,2023-01-14,5700.28,422,13.51,2023,January,Q1
Karlen McCaffrey,UK,Baker's Choco Chips,2023-02-07,5094.48,373,13.66,2023,February,Q1
Jehu Rudeforth,Australia,Orange Choco,2023-03-23,14529.2,26,558.82,2023,March,Q1
Marney O'Breen,India,Peanut Butter Cubes,2023-01-10,6761.28,145,46.63,2023,January,Q1
Oby Sorrel,UK,Choco Coated Almonds,2023-03-17,10370.44,44,235.69,2023,March,Q1
Gigi Bohling,USA,Spicy Special Slims,2023-01-21,12450.24,57,218.43,2023,January,Q1
Barr Faughny,Australia,White Choc,2023-07-04,8927.63,386,23.13,2023,July,Q3
Kaine Padly,Canada,Peanut Butter Cubes,2023-07-04,3438.7,191,18.0,2023,July,Q3
Dotty Strutley,USA,Manuka Honey Choco,2023-08-10,299.71,207,1.45,2023,August,Q3
Dennison Crosswaite,Australia,50% Dark Bites,2023-04-01,7374.26,12,614.52,2023,April,Q2
Gigi Bohling,India,Raspberry Choco,2023-02-22,2775.87,174,15.95,2023,February,Q1
Camilla Castle,UK,White Choc,2023-01-03,9957.66,194,51.33,2023,January,Q1
Karlen McCaffrey,India,Drinking Coco,2023-05-31,5064.88,251,20.18,2023,May,Q2
Dotty Strutley,UK,99% Dark & Pure,2023-01-03,9865.05,273,36.14,2023,January,Q1
Husein Augar,New Zealand,Caramel Stuffed Bars,2023-01-27,571.52,489,1.17,2023,January,Q1
Barr Faughny,UK,50% Dark Bites,2023-01-28,656.44,67,9.8,2023,January,Q1
Curtice Advani,Australia,Organic Choco Syrup,2023-06-28,4008.93,301,13.32,2023,June,Q2
Husein Augar,UK,Choco Coated Almonds,2023-03-02,4679.06,43,108.82,2023,March,Q1
Wilone O'Kielt,Australia,After Nines,2023-05-27,3446.84,28,123.1,2023,May,Q2
Dennison Crosswaite,USA,Almond Choco,2023-06-30,11884.52,82,144.93,2023,June,Q2
Barr Faughny,Canada,Peanut Butter Cubes,2023-06-07,2167.19,85,25.5,2023,June,Q2
Kaine Padly,USA,70% Dark Bites,2023-05-12,4199.84,107,39.25,2023,May,Q2
Barr Faughny,New Zealand,Raspberry Choco,2023-07-29,7358.7,68,108.22,2023,July,Q3
Dennison Crosswaite,UK,White Choc,2023-08-03,7870.09,274,28.72,2023,August,Q3
Barr Faughny,India,Baker's Choco Chips,2023-08-18,7454.25,148,50.37,2023,August,Q3
Van Tuxwell,New Zealand,Smooth Sliky Salty,2023-06-14,3112.3,41,75.91,2023,June,Q2
Beverie Moffet,UK,White Choc,2023-06-30,6901.22,80,86.27,2023,June,Q2
Camilla Castle,New Zealand,Mint Chip Choco,2023-06-13,1178.0,199,5.92,2023,June,Q2
Ches Bonnell,UK,Orange Choco,2023-04-27,14953.83,53,282.15,2023,April,Q2
Jan Morforth,Australia,White Choc,2023-07-27,3958.57,33,119.96,2023,July,Q3
Mallorie Waber,Canada,85% Dark Bars,2023-04-20,1639.01,430,3.81,2023,April,Q2
Rafaelita Blaksland,India,Spicy Special Slims,2023-01-04,8586.04,144,59.63,2023,January,Q1
Ches Bonnell,Australia,Mint Chip Choco,2023-02-21,10000.22,98,102.04,2023,February,Q1
Karlen McCaffrey,Australia,White Choc,2023-01-05,8448.39,52,162.47,2023,January,Q1
Beverie Moffet,India,Drinking Coco,2023-07-15,6984.74,51,136.96,2023,July,Q3
Brien Boise,Australia,Choco Coated Almonds,2023-05-25,5641.54,61,92.48,2023,May,Q2
Karlen McCaffrey,Canada,Eclairs,2023-04-20,3850.87,372,10.35,2023,April,Q2
Gigi Bohling,USA,99% Dark & Pure,2023-06-02,885.68,240,3.69,2023,June,Q2
Marney O'Breen,UK,Smooth Sliky Salty,2023-05-13,21251.67,91,233.53,2023,May,Q2
Beverie Moffet,New Zealand,Baker's Choco Chips,2023-08-03,1452.61,142,10.23,2023,August,Q3
Beverie Moffet,Australia,Milk Bars,2023-05-25,793.17,400,1.98,2023,May,Q2
Van Tuxwell,UK,Raspberry Choco,2023-03-16,7152.22,83,86.17,2023,March,Q1
Jan Morforth,Australia,Orange Choco,2023-07-04,3364.44,126,26.7,2023,July,Q3
Jehu Rudeforth,India,50% Dark Bites,2023-07-05,3470.6,129,26.9,2023,July,Q3
Madelene Upcott,USA,After Nines,2023-03-15,4676.32,440,10.63,2023,March,Q1
Barr Faughny,UK,Raspberry Choco,2023-08-22,6323.45,70,90.34,2023,August,Q3
Ches Bonnell,Australia,70% Dark Bites,2023-01-12,3252.7,119,27.33,2023,January,Q1
Marney O'Breen,UK,Baker's Choco Chips,2023-06-10,254.16,161,1.58,2023,June,Q2
Kaine Padly,Australia,Peanut Butter Cubes,2023-03-25,6127.37,299,20.49,2023,March,Q1
Rafaelita Blaksland,India,Almond Choco,2023-07-27,3791.66,100,37.92,2023,July,Q3
Husein Augar,UK,Caramel Stuffed Bars,2023-04-15,17059.69,456,37.41,2023,April,Q2
Roddy Speechley,India,Orange Choco,2023-06-27,4154.44,18,230.8,2023,June,Q2
Jehu Rudeforth,UK,70% Dark Bites,2023-04-14,6168.51,280,22.03,2023,April,Q2
Husein Augar,Australia,Manuka Honey Choco,2023-03-15,7984.45,95,84.05,2023,March,Q1
Madelene Upcott,USA,Eclairs,2023-03-18,9108.33,213,42.76,2023,March,Q1
Brien Boise,India,Eclairs,2023-04-29,1511.51,58,26.06,2023,April,Q2
Mallorie Waber,New Zealand,White Choc,2023-02-25,3364.28,265,12.7,2023,February,Q1
Husein Augar,USA,Milk Bars,2023-03-02,934.49,54,17.31,2023,March,Q1
Van Tuxwell,Australia,Milk Bars,2023-06-20,8895.7,91,97.75,2023,June,Q2
Beverie Moffet,Canada,White Choc,2023-07-15,9957.2,185,53.82,2023,July,Q3
Dotty Strutley,Australia,50% Dark Bites,2023-05-12,3359.18,256,13.12,2023,May,Q2
Mallorie Waber,New Zealand,Organic Choco Syrup,2023-07-01,5098.29,276,18.47,2023,July,Q3
Husein Augar,USA,85% Dark Bars,2023-08-08,398.28,52,7.66,2023,August,Q3
Madelene Upcott,Australia,50% Dark Bites,2023-07-25,7473.14,6,1245.52,2023,July,Q3
Wilone O'Kielt,UK,Drinking Coco,2023-05-18,3638.66,59,61.67,2023,May,Q2
Camilla Castle,India,Peanut Butter Cubes,2023-07-15,12507.08,284,44.04,2023,July,Q3
Curtice Advani,India,70% Dark Bites,2023-07-05,2393.79,48,49.87,2023,July,Q3
Mallorie Waber,USA,Manuka Honey Choco,2023-07-04,6136.99,94,65.29,2023,July,Q3
Dotty Strutley,UK,70% Dark Bites,2023-06-20,1264.43,232,5.45,2023,June,Q2
Gunar Cockshoot,Australia,Almond Choco,2023-01-25,4101.26,425,9.65,2023,January,Q1
Kaine Padly,New Zealand,Spicy Special Slims,2023-07-01,8106.88,40,202.67,2023,July,Q3
Gigi Bohling,USA,50% Dark Bites,2023-04-13,2456.1,58,42.35,2023,April,Q2
Beverie Moffet,UK,Smooth Sliky Salty,2023-05-04,4726.6,75,63.02,2023,May,Q2
Beverie Moffet,Australia,Baker's Choco Chips,2023-08-04,3482.73,108,32.25,2023,August,Q3
Beverie Moffet,India,70% Dark Bites,2023-06-01,467.19,159,2.94,2023,June,Q2
Jehu Rudeforth,UK,Choco Coated Almonds,2023-04-22,4875.38,185,26.35,2023,April,Q2
Kaine Padly,USA,50% Dark Bites,2023-08-03,70.6,27,2.61,2023,August,Q3
Ches Bonnell,USA,Orange Choco,2023-06-10,1835.22,73,25.14,2023,June,Q2
Gunar Cockshoot,UK,Manuka Honey Choco,2023-06-27,7304.74,49,149.08,2023,June,Q2
Marney O'Breen,Australia,Smooth Sliky Salty,2023-01-03,3967.85,163,24.34,2023,January,Q1
Marney O'Breen,India,After Nines,2023-07-11,2800.67,190,14.74,2023,July,Q3
Ches Bonnell,New Zealand,Milk Bars,2023-08-17,4474.52,120,37.29,2023,August,Q3
Rafaelita Blaksland,USA,Fruit & Nut Bars,2023-01-18,2737.03,63,43.44,2023,January,Q1
Ches Bonnell,India,Organic Choco Syrup,2023-03-08,16717.26,102,163.89,2023,March,Q1
Mallorie Waber,Australia,Orange Choco,2023-03-07,16112.73,282,57.14,2023,March,Q1
Husein Augar,India,70% Dark Bites,2023-05-09,6898.0,163,42.32,2023,May,Q2
Barr Faughny,New Zealand,85% Dark Bars,2023-05-23,2151.04,170,12.65,2023,May,Q2
Madelene Upcott,UK,Caramel Stuffed Bars,2023-04-15,172.51,152,1.13,2023,April,Q2
Gigi Bohling,Australia,Drinking Coco,2023-07-27,2949.02,153,19.27,2023,July,Q3
Marney O'Breen,Canada,Choco Coated Almonds,2023-08-22,2790.72,435,6.42,2023,August,Q3
Ches Bonnell,USA,70% Dark Bites,2023-05-11,5054.42,127,39.8,2023,May,Q2
Madelene Upcott,India,Organic Choco Syrup,2023-01-26,5418.75,37,146.45,2023,January,Q1
Barr Faughny,USA,50% Dark Bites,2023-04-14,14604.67,128,114.1,2023,April,Q2
Dennison Crosswaite,New Zealand,Mint Chip Choco,2023-04-05,6668.93,419,15.92,2023,April,Q2
Marney O'Breen,New Zealand,Smooth Sliky Salty,2023-06-14,9689.7,58,167.06,2023,June,Q2
Brien Boise,Canada,Almond Choco,2023-04-13,5026.81,123,40.87,2023,April,Q2
Beverie Moffet,Australia,White Choc,2023-06-27,2379.01,178,13.37,2023,June,Q2
Dotty Strutley,Australia,Eclairs,2023-01-26,7770.55,3,2590.18,2023,January,Q1
